System ID	Record Type	Name Type only	Title only	Firstname only	Known As only	Lastname only	Date Born Est	Date Died Ceased	Gender	Nationality	Biographical Display	Primary Occupation	Related Person System ID	Related Person Details	Originating Database	External File Details	Person URI	Cataloguer
"1496"	"Corporate"	"Former, Preferred"				"Carnegie Institute, Carnegie Museums of Pittsburgh"	"Nov 1895"			"American"	"The Carnegie Museum of Art, abbreviated CMOA, is an art museum in the Oakland neighborhood of Pittsburgh, Pennsylvania. The museum was founded in 1895 by the Pittsburgh-based industrialist Andrew Carnegie. The museum collects contemporary art, including film and video works. It was the first museum in the United States with a primary focus on contemporary art. As instructed by its founder Andrew Carnegie at the inception of the Carnegie International in 1896, the museum has been organizing many contemporary exhibitions that showcase the ""Old Masters of tomorrow"". (Sourced from Wikipedia, January 2020)"	"Art Museum"			"Union List of Artist Names   Jan 24 2019   500260427"	"http://vocab.getty.edu/ulan/500260427   LOD Equivalent URI   "	"http://vocab.getty.edu/ulan/500260427"	"Debbie Garcia-Orona (Santa Fe)   Jan 24 2019"
"1497"	"Corporate"	"Former, Preferred"				"Society of Arts and Crafts, College for Creative Studies"	"1906"			"American"		"Arts Patron"			"LC Name Authority File   Jan 30 2019   n92060086"	"https://www.collegeforcreativestudies.edu/about-us   Public Web Link   , http://id.loc.gov/authorities/names/n92060086   LOD Equivalent URI"	"http://id.loc.gov/authorities/names/n92060086"	"Debbie Garcia-Orona (Santa Fe)   "
"1498"	"Corporate"	"Preferred"				"Rockefeller Center"	"1930-1939"				"Rockefeller Center is a large complex consisting of 19 commercial buildings covering 22 acres (89,000 m2) between 48th Street and 51st Street in Midtown Manhattan, New York City. The 14 original Art Deco buildings, commissioned by the Rockefeller family, span the area between Fifth Avenue and Sixth Avenue, split by a large sunken square and a private street called Rockefeller Plaza. Later additions include 75 Rockefeller Plaza across 51st Street at the north end of Rockefeller Plaza, and four International Style buildings located on the west side of Sixth Avenue. ^In 1928, the site's then-owner, Columbia University, leased the land to John D. Rockefeller Jr., who was the main person behind the complex's construction. Originally envisioned as the site for a new Metropolitan Opera building, the current Rockefeller Center came about after the Met could not afford to move to the proposed new building. Various plans were discussed before the current one was approved in 1932. Construction of Rockefeller Center started in 1931, and the first buildings opened in 1933. The core of the complex was completed by 1939. ^The original center has several sections. Radio City, along Sixth Avenue and centered on 30 Rockefeller Plaza, includes Radio City Music Hall and was built for RCA's radio-related enterprises such as NBC. The International Complex along Fifth Avenue was built to house foreign-based tenants. The remainder of the original complex originally hosted printed media as well as Eastern Air Lines. While 600 Fifth Avenue is located at the southeast corner of the complex, it was built by private interests in the 1950s and was only acquired by the center in 1963. ^Described as one of the greatest projects of the Great Depression era, Rockefeller Center was declared a New York City landmark in 1985 and a National Historic Landmark in 1987. It is noted for the large quantities of art present in almost all of its Art Deco buildings, its expansive underground concourse, and its ice-skating rink. The complex is also famous for its annual lighting of the Rockefeller Center Christmas Tree. (Sourced from Wikipedia, January 2020)"	"Art Museum"			"Union List of Artist Names   Jan 30 2019   ID: 500303627"	"http://vocab.getty.edu/ulan/500303627   LOD Equivalent URI   "	"http://vocab.getty.edu/ulan/500303627"	"Debbie Garcia-Orona (Santa Fe)   Jan 30 2019"
"1499"	"Corporate"	"Preferred, Former"				"Wadsworth Atheneum Museum of Art, Wadsworth Atheneum"	"1842"			"American"	"The Wadsworth Atheneum is an art museum in Hartford, Connecticut.  The Wadsworth is noted for its collections of European Baroque art, ancient Egyptian and Classical bronzes, French and American Impressionist paintings, Hudson River School landscapes, modernist masterpieces and contemporary works, as well as collections of early American furniture and decorative arts. ^Founded in 1842 and opened in 1844, it is the oldest continually operating public art museum in the United States.The museum is located at 600 Main Street in a distinctive castle-like building in downtown Hartford, Connecticut, the state's capital. With 75,000 square feet (7,000 m2) of exhibition space, the museum is the largest art museum in the state of Connecticut.  It was listed on the National Register of Historic Places in 1970.The museum is a member of the North American Reciprocal Museums program. (Sourced from Wikipedia, January 2020)"	"Art Museum"			"LC Name Authority File   Jan 31 2019   n00003237"	"http://id.loc.gov/authorities/names/n00003237   LOD Equivalent URI   "	"http://id.loc.gov/authorities/names/n00003237"	"Debbie Garcia-Orona (Santa Fe)   Jan 31 2019"
"1500"	"Corporate"	"Preferred"				"National Museum of Women in the Arts"	"1981"			"American"	"The National Museum of Women in the Arts (NMWA), located in Washington, D.C., is ""the only major museum in the world solely dedicated"" to celebrating women's achievements in the visual, performing, and literary arts. NMWA was incorporated in 1981 by Wallace and Wilhelmina Holladay. Since opening its doors in 1987, the museum has acquired a collection of more than 4,500 paintings, sculptures, works on paper, and decorative art. Highlights of the collection include works by Mary Cassatt, Frida Kahlo, and Élisabeth Louise Vigée-Le Brun. The museum occupies the old Masonic Temple, a building listed on the U.S. National Register of Historic Places. (Sourced from Wikipedia, January 2020)"	"Art Museum"			"Union List of Artist Names   Feb 05 2019   500311471"	"http://vocab.getty.edu/ulan/500311471   LOD Equivalent URI   , https://nmwa.org/about   Public Web Link"	"http://vocab.getty.edu/ulan/500311471"	"Sherri Sorensen   Feb 05 2019"
"1513"	"Corporate"	"Preferred, Subsidiary, Subsidiary"				"Fine Arts Museums of San Francisco, M.H. de Young Memorial Museum, California Palace of the Legion of Honor"	"Mar 23 1895"			"American"	"The Fine Arts Museums of San Francisco, comprising the de Young Museum in Golden Gate Park and the Legion of Honor in Lincoln Park, is the largest public arts institution in the city of San Francisco. The permanent collection of the Fine Arts Museums, with about 150,000 objects, is organized into nine areas, each with a curatorial staff.Unlike most other major art museums, the Fine Arts Museums of San Francisco do not have a large endowment from which to draw. The museums operate on an annual budget funded by membership dues, ticket sales, donations (from philanthropy and grants) and purchases in its stores. They are run in a private-public partnership with the city of San Francisco, which owns the two museum buildings and covers about 23 percent of their operating expenses by providing security guards and paying insurance premiums. In 2016, the two museums drew a combined 1,402,000 visitors.In 2012, the Fine Arts Museums of San Francisco and the Louvre signed an agreement that provides for collaborative exhibitions and the sharing of art works. The agreement has a duration of five years. It creates a partnership to promote short- and long-term loans art works that allow the works to be seen in both cities, joint publications, art conservation  projects and educational programs.Thomas P. Campbell became director of the Fine Arts Museums on November 1, 2018. (Sourced from Wikipedia, January 2020)"	"Art Museum"			"Union List of Artist Names   Feb 07 2019   ID: 500308548"	"http://vocab.getty.edu/ulan/500308548   LOD Equivalent URI   "	"http://vocab.getty.edu/ulan/500308548"	"Debbie Garcia-Orona (Santa Fe)   Feb 07 2019"
"1515"	"Corporate"	"Preferred"				"Skidmore College"	"1903"			"American"		"College"			"LC Name Authority File   Feb 12 2019   n83126659"	"http://id.loc.gov/authorities/names/n83126659   LOD Equivalent URI   , https://www.skidmore.edu   Public Web Link"	"http://id.loc.gov/authorities/names/n83126659"	"Debbie Garcia-Orona (Santa Fe)   Feb 12 2019"
"1516"	"Corporate"	"Preferred"				"Albany Institute of History & Art"	"1791"			"American"	"The Albany Institute of History & Art (AIHA) is a museum in Albany, New York, United States, ""dedicated to collecting, preserving, interpreting and promoting interest in the history, art, and culture of Albany and the Upper Hudson Valley region"". It is located on Washington Avenue (New York State Route 5) in downtown Albany. Founded in 1791, it is among the oldest museums in the United States.Several other institutions have merged over time to become today's Albany Institute. The earliest were learned societies devoted to the natural sciences, and for a time it was the state legislature's informal advisory body on agriculture. Robert R. Livingston was the first president. Joseph Henry delivered his first paper on electromagnetism to the Institute. Its collections of animal, vegetable and mineral specimens from state surveys eventually became the foundations of the New York State Museum. Later in the century it became more focused on the humanities, and eventually merged with the Albany Historical and Art Society. It has had its present name since 1926. Over the course of the 20th century it has become more firmly established as a regional art museum. ^The institute's three-building complex includes the late 19th-century Rice Building, the only freestanding Beaux-Arts mansion in the city, designed by Richard Morris Hunt and donated to the institute by one of its former benefactors. Its main building is a 1920s Classical Revival structure designed by local architect Marcus T. Reynolds. A more modern glass structure connects the two. The original two buildings were listed on the National Register of Historic Places in 1976. At the beginning of the 21st century, the institute completed an extensive renovation in which the entrance building was constructed and new climate-controlled storage space for the collections was built. (Sourced from Wikipedia, January 2020)"	"Art Museum"			"LC Name Authority File   Feb 12 2019   n80080455"	"http://id.loc.gov/authorities/names/n80080455   LOD Equivalent URI   "	"http://id.loc.gov/authorities/names/n80080455"	"Debbie Garcia-Orona (Santa Fe)   Feb 12 2019"
"1517"	"Corporate"	"Preferred"				"College of Wooster Art Museum"	"1930s"			"American"		"Art Museum"			"Union List of Artist Names   Feb 13 2019   ID: 500311787"	"http://vocab.getty.edu/ulan/500311787   LOD Equivalent URI   "	"http://vocab.getty.edu/ulan/500311787"	"Debbie Garcia-Orona (Santa Fe)   Feb 13 2019"
"1518"	"Corporate"	"Preferred"				"University of Washington, Henry Art Gallery"	"1927"			"American"	"The Henry Art Gallery (""The Henry"") is the art museum of the University of Washington in Seattle, Washington, USA. Located on the west edge of the university's campus along 15th Avenue N.E. in the University District, it was founded in February, 1927, and was the first public art museum in the state of Washington. The original building was designed by Bebb and Gould.  It was expanded in 1997 to 40,000 square feet (3,700 m2), at which time the 154-seat auditorium was added.  The addition/expansion was designed by Gwathmey Siegel & Associates Architects. (Sourced from Wikipedia, January 2020)"	"Art Museum"			"Union List of Artist Names   Feb 13 2019   ID: 500308858"	"http://vocab.getty.edu/ulan/500308858   LOD Equivalent URI   "	"http://vocab.getty.edu/ulan/500308858"	"Debbie Garcia-Orona (Santa Fe)   Feb 13 2019"
"1519"	"Corporate"	"Preferred"				"Portland Art Museum"	"1892"			"American"		"Art Museum"			"Union List of Artist Names   Feb 13 2019   500285887"	"http://vocab.getty.edu/ulan/500285887   LOD Equivalent URI   "	"http://vocab.getty.edu/ulan/500285887"	"Debbie Garcia-Orona (Santa Fe)   Feb 13 2019"
"1520"	"Corporate"	"Preferred"				"College of William and Mary"	"1906"			"American"	"The College of William & Mary (also known as William & Mary, W&M, and officially The College of William and Mary in Virginia) is a public research university in Williamsburg, Virginia. Founded in 1693 by letters patent issued by King William III and Queen Mary II, it is the second-oldest institution of higher education in the United States, after Harvard University. ^William & Mary educated American Presidents Thomas Jefferson (third), James Monroe (fifth), and John Tyler (tenth) as well as other key figures pivotal to the development of the nation, including the fourth U.S. Supreme Court Chief Justice John Marshall of Virginia, Speaker of the House of Representatives Henry Clay of Kentucky, sixteen members of the Continental Congress, and four signers of the Declaration of Independence, earning it the nickname ""the Alma Mater of the Nation."" A young George Washington (1732–1799) also received his surveyor's license at The College. W&M students founded the Phi Beta Kappa academic honor society in 1776, and W&M was the first school of higher education in the United States to install an honor code of conduct for students. The establishment of graduate programs in law and medicine in 1779 makes it one of the earliest higher level universities in the United States. ^In addition to its undergraduate program, W&M is home to several graduate programs and four professional schools. In his 1985 book Public Ivies: A Guide to America's Best Public Undergraduate Colleges and Universities, Richard Moll included William & Mary as one of the original eight ""Public Ivies"". (Sourced from Wikipedia, January 2020)"	"College"			"LC Name Authority File      n80007929"	"http://id.loc.gov/authorities/names/n80007929   LOD Equivalent URI   "	"http://id.loc.gov/authorities/names/n80007929"	
